,Id,SalePrice
322,1783,144902.22
323,1784,99424.555
324,1785,122727.15
325,1786,147367.34
326,1787,154167.16
327,1788,48901.914
328,1789,112640.5
329,1790,70778.91
330,1791,206312.16
331,1792,156069.62
332,1793,141762.66
333,1794,138797.8
334,1795,130845.445
335,1796,115067.46
336,1797,145247.97
337,1798,117902.695
338,1799,110595.57
339,1800,126693.61
340,1801,148698.11
341,1802,146788.14
342,1803,140403.14
343,1804,144195.22
344,1805,135334.45
345,1806,115164.93
346,1807,141389.08
347,1808,123560.65
348,1809,131632.5
349,1810,159961.0
350,1811,103204.58
351,1812,105443.04
352,1813,122664.305
353,1814,90565.805
354,1815,46998.96
355,1816,94262.02
356,1817,122119.2
357,1818,162212.39
358,1819,121872.23
359,1820,51619.766
360,1821,111995.69
361,1822,151764.44
362,1823,42683.414
363,1824,146720.86
364,1825,128190.52
365,1826,80827.27
366,1827,94761.97
367,1828,126313.445
368,1829,110639.74
369,1830,160200.7
370,1831,175838.25
371,1832,113307.27
372,1833,147272.47
373,1834,119809.32
374,1835,152258.38
375,1836,126048.37
376,1837,104133.24
377,1838,150016.34
378,1839,84385.14
379,1840,174323.66
380,1841,146960.56
381,1842,76709.37
382,1843,154726.77
383,1844,137408.45
384,1845,142939.92
385,1846,145264.73
386,1847,154570.88
387,1848,45609.6
388,1849,110926.34
389,1850,111219.48
390,1851,158122.33
391,1852,120815.03
392,1853,130877.96
393,1854,181031.4
394,1855,148281.73
395,1856,226397.44
396,1857,154248.55
397,1858,138749.77
398,1859,119604.18
399,1860,148211.8
400,1861,120575.516
401,1862,331394.88
402,1863,319012.72
403,1864,318935.06
404,1865,313734.03
405,1866,348199.22
406,1867,241493.28
407,1868,320584.16
408,1869,199909.72
409,1870,237236.45
410,1871,247720.86
411,1872,175722.06
412,1873,234693.94
413,1874,128588.35
414,1875,218214.42
415,1876,198170.56
416,1877,216772.97
417,1878,228848.12
418,1879,120768.51
419,1880,123815.68
420,1881,251920.36
421,1882,256400.84
422,1883,197732.61
423,1884,209539.34
424,1885,264453.94
425,1886,292893.66
426,1887,209881.17
427,1888,319161.44
428,1889,182281.33
429,1890,135968.7
430,1891,145040.77
431,1892,91348.51
432,1893,147539.7
433,1894,146770.56
434,1895,143198.62
435,1896,134293.73
436,1897,129368.516
437,1898,114318.734
438,1899,139814.81
439,1900,138080.34
440,1901,159191.56
441,1902,122968.72
442,1903,212019.28
443,1904,125463.89
444,1905,183106.48
445,1906,174562.5
446,1907,221445.67
447,1908,106545.266
448,1909,136602.55
449,1910,117973.63
450,1911,207413.75
451,1912,309286.62
452,1913,133907.22
453,1914,68858.3
454,1915,329740.97
455,1916,51349.6
456,1917,273385.9
457,1918,133767.25
458,1919,175603.67
459,1920,161454.17
460,1921,369768.4
461,1922,308172.6
462,1923,201036.2
463,1924,254252.78
464,1925,215600.03
465,1926,413480.38
466,1927,123162.54
467,1928,119273.4
468,1929,126988.164
469,1930,140029.06
470,1931,159205.39
471,1932,147285.7
472,1933,186648.23
473,1934,187530.69
474,1935,172228.47
475,1936,186300.56
476,1937,183671.33
477,1938,169875.6
478,1939,225338.22
479,1940,174718.77
480,1941,179331.73
481,1942,186766.22
482,1943,193425.03
483,1944,307137.56
484,1945,377089.56
485,1946,184981.27
486,1947,314961.66
487,1948,208527.56
488,1949,237049.38
489,1950,181471.66
490,1951,304469.28
491,1952,212807.28
492,1953,163856.53
493,1954,195168.27
494,1955,145743.1
495,1956,299631.3
496,1957,158789.12
497,1958,344592.88
498,1959,139553.66
499,1960,112458.625
500,1961,117349.19
501,1962,103874.75
502,1963,105480.195
503,1964,114617.09
504,1965,147915.75
505,1966,141805.62
506,1967,288055.2
507,1968,416294.3
508,1969,400081.84
509,1970,449819.03
510,1971,510140.78
511,1972,416261.88
512,1973,276291.25
513,1974,329748.75
514,1975,349668.5
515,1976,272111.0
516,1977,382479.72
517,1978,371539.03
518,1979,306129.38
519,1980,200088.69
520,1981,324608.2
521,1982,232138.98
522,1983,207987.2
523,1984,164593.64
524,1985,225576.3
525,1986,224078.5
526,1987,181787.22
527,1988,184459.69
528,1989,197915.2
529,1990,235128.42
530,1991,225979.92
531,1992,220283.83
532,1993,186624.28
533,1994,254647.19
534,1995,196992.38
535,1996,226908.19
536,1997,316157.44
537,1998,376535.38
538,1999,267979.66
539,2000,307734.9
540,2001,281781.72
541,2002,232964.0
542,2003,263524.78
543,2004,286142.1
544,2005,227939.3
545,2006,206778.69
546,2007,261286.69
547,2008,211659.38
548,2009,192850.78
549,2010,188210.66
550,2011,124738.15
551,2012,192438.4
552,2013,185656.42
553,2014,175448.19
554,2015,190759.2
555,2016,201746.81
556,2017,203795.5
557,2018,113103.27
558,2019,140776.6
559,2020,123557.21
560,2021,99834.17
561,2022,186066.6
562,2023,144628.53
563,2024,251330.48
564,2025,379672.56
565,2026,166035.11
566,2027,158341.05
567,2028,162640.7
568,2029,161136.44
569,2030,290263.12
570,2031,248293.75
571,2032,245653.05
572,2033,256206.17
573,2034,164484.12
574,2035,228841.42
575,2036,175587.45
576,2037,182908.19
577,2038,295209.53
578,2039,220361.77
579,2040,330083.44
580,2041,277578.84
581,2042,196426.95
582,2043,183928.11
583,2044,195290.64
584,2045,239245.23
585,2046,146497.67
586,2047,157159.84
587,2048,136752.95
588,2049,141801.22
589,2050,164845.5
590,2051,110719.98
591,2052,133851.66
592,2053,149503.47
593,2054,84737.19
594,2055,151189.12
595,2056,147183.66
596,2057,117540.15
597,2058,216180.89
598,2059,132796.52
599,2060,164797.0
600,2061,176419.72
601,2062,126989.96
602,2063,113581.586
603,2064,148095.14
604,2065,125169.13
605,2066,176763.22
606,2067,121392.31
607,2068,144732.4
608,2069,86930.54
609,2070,105784.69
610,2071,88144.086
611,2072,132107.39
612,2073,138445.58
613,2074,194650.98
614,2075,138565.05
615,2076,128950.805
616,2077,150167.28
617,2078,118081.23
618,2079,150441.17
619,2080,108517.47
620,2081,116995.914
621,2082,138545.06
622,2083,125998.12
623,2084,102829.59
624,2085,115493.12
625,2086,156856.16
626,2087,126577.66
627,2088,95402.875
628,2089,65155.39
629,2090,132710.53
630,2091,133350.69
631,2092,124643.66
632,2093,135266.7
633,2094,105157.945
634,2095,168756.25
635,2096,71347.53
636,2097,77200.01
637,2098,165503.73
638,2099,58621.727
639,2100,107154.02
640,2101,124507.98
641,2102,137633.3
642,2103,97502.35
643,2104,131922.47
644,2105,105925.11
645,2106,90284.06
646,2107,231351.89
647,2108,111590.24
648,2109,107083.305
649,2110,128550.66
650,2111,149241.44
651,2112,131480.72
652,2113,117089.81
653,2114,113964.016
654,2115,147077.84
655,2116,112848.16
656,2117,146449.6
657,2118,119864.7
658,2119,100461.29
659,2120,110517.7
660,2121,91992.0
661,2122,84171.22
662,2123,71346.96
663,2124,168268.95
664,2125,139119.75
665,2126,126340.32
666,2127,168041.7
667,2128,134114.66
668,2129,102641.484
669,2130,165554.88
670,2131,169238.61
671,2132,130518.76
672,2133,118855.46
673,2134,116584.16
674,2135,94708.74
675,2136,85418.484
676,2137,125378.195
677,2138,141450.94
678,2139,144945.84
679,2140,135917.95
680,2141,153816.72
681,2142,119553.23
682,2143,145121.11
683,2144,115001.72
684,2145,132844.94
685,2146,174206.14
686,2147,157918.14
687,2148,155267.38
688,2149,151523.62
689,2150,227350.0
690,2151,99929.336
691,2152,189886.4
692,2153,168457.9
693,2154,118298.26
694,2155,146481.36
695,2156,291686.16
696,2157,240237.94
697,2158,236025.84
698,2159,206622.69
699,2160,180324.78
700,2161,253065.89
701,2162,374663.8
702,2163,365998.97
703,2164,254991.95
704,2165,201669.89
705,2166,144716.66
706,2167,208515.83
707,2168,184682.45
708,2169,195131.56
709,2170,236199.83
710,2171,166760.06
711,2172,149577.88
712,2173,172635.22
713,2174,221270.27
714,2175,307308.62
715,2176,339880.12
716,2177,256836.52
717,2178,209755.62
718,2179,136541.11
719,2180,265031.47
720,2181,202260.9
721,2182,218753.7
722,2183,192931.6
723,2184,133582.55
724,2185,145180.08
725,2186,147820.52
726,2187,148790.12
727,2188,154410.06
728,2189,281095.0
729,2190,81087.96
730,2191,86824.63
731,2192,90511.73
732,2193,98636.8
733,2194,106692.51
734,2195,104150.484
735,2196,104141.29
736,2197,117416.02
737,2198,164285.77
738,2199,203816.61
739,2200,144520.67
740,2201,128010.39
741,2202,192771.03
742,2203,137992.08
743,2204,185797.92
744,2205,110147.07
745,2206,142878.9
746,2207,207686.98
747,2208,252358.11
748,2209,245887.97
749,2210,115425.4
750,2211,116183.06
751,2212,105785.61
752,2213,107727.91
753,2214,128692.87
754,2215,94276.37
755,2216,153206.83
756,2217,87680.07
757,2218,89877.14
758,2219,66278.42
759,2220,83226.11
760,2221,338565.53
761,2222,298823.84
762,2223,246973.22
763,2224,231851.8
764,2225,126065.67
765,2226,218807.81
766,2227,196059.39
767,2228,260170.73
768,2229,244102.61
769,2230,164096.17
770,2231,222200.25
771,2232,198708.81
772,2233,177051.11
773,2234,234435.83
774,2235,237316.4
775,2236,300152.25
776,2237,366713.88
777,2238,198608.23
778,2239,127686.8
779,2240,157303.03
780,2241,169281.19
781,2242,133276.77
782,2243,129348.49
783,2244,106349.87
784,2245,109434.164
785,2246,150537.8
786,2247,101215.88
787,2248,125949.086
788,2249,117204.88
789,2250,143791.94
790,2251,128179.17
791,2252,187662.89
792,2253,157693.3
793,2254,172654.42
794,2255,205891.73
795,2256,184773.03
796,2257,233441.7
797,2258,163458.3
798,2259,175562.11
799,2260,179626.55
800,2261,171750.6
801,2262,190166.34
802,2263,363809.84
803,2264,405546.88
804,2265,175445.16
805,2266,282817.56
806,2267,352212.1
807,2268,389087.66
808,2269,159429.23
809,2270,207917.34
810,2271,220791.8
811,2272,215022.14
812,2273,170124.72
813,2274,182015.11
814,2275,177423.98
815,2276,196095.03
816,2277,195545.4
817,2278,144661.44
818,2279,115035.9
819,2280,122352.27
820,2281,166464.84
821,2282,192892.39
822,2283,97742.81
823,2284,109974.484
824,2285,144435.31
825,2286,109027.51
826,2287,347583.78
827,2288,303697.4
828,2289,394486.53
829,2290,450117.03
830,2291,300106.3
831,2292,478751.7
832,2293,392780.66
833,2294,435552.78
834,2295,387842.53
835,2296,271589.44
836,2297,307552.7
837,2298,316047.78
838,2299,427795.06
839,2300,321864.97
840,2301,278423.8
841,2302,249542.75
842,2303,257411.61
843,2304,234398.53
844,2305,189567.52
845,2306,192213.84
846,2307,180978.62
847,2308,208056.88
848,2309,284341.4
849,2310,198498.47
850,2311,203535.58
851,2312,178677.27
852,2313,184988.97
853,2314,157269.83
854,2315,178819.22
855,2316,206202.48
856,2317,190787.92
857,2318,204934.23
858,2319,187328.97
859,2320,188293.28
860,2321,251318.08
861,2322,177286.12
862,2323,178949.73
863,2324,172052.27
864,2325,224075.64
865,2326,176993.52
866,2327,232827.33
867,2328,243475.14
868,2329,189063.03
869,2330,176342.08
870,2331,398031.94
871,2332,425994.1
872,2333,342222.1
873,2334,283553.44
874,2335,263337.94
875,2336,378184.2
876,2337,209564.34
877,2338,304773.1
878,2339,237525.02
879,2340,408220.97
880,2341,249730.8
881,2342,240694.83
882,2343,232680.53
883,2344,244130.34
884,2345,237481.28
885,2346,214767.69
886,2347,205672.83
887,2348,241065.89
888,2349,178826.72
889,2350,301321.06
890,2351,239633.39
891,2352,294805.4
892,2353,271361.7
893,2354,127784.1
894,2355,148514.77
895,2356,155394.16
896,2357,204487.03
897,2358,197245.03
898,2359,133048.64
899,2360,103161.63
900,2361,137479.7
901,2362,285780.7
902,2363,137840.12
903,2364,174442.11
904,2365,211264.1
905,2366,195030.3
906,2367,217378.66
907,2368,218342.77
908,2369,212511.47
909,2370,158179.25
910,2371,165216.97
911,2372,192279.47
912,2373,273703.88
913,2374,324641.0
914,2375,266986.94
915,2376,347933.66
916,2377,400521.25
917,2378,149587.83
918,2379,200233.5
919,2380,138709.86
920,2381,164806.67
921,2382,207706.34
922,2383,206351.83
923,2384,237856.4
924,2385,157890.1
925,2386,130425.81
926,2387,127988.97
927,2388,120254.086
928,2389,116878.38
929,2390,139600.83
930,2391,146381.03
931,2392,123793.22
932,2393,158737.17
933,2394,139779.28
934,2395,223183.42
935,2396,140448.73
936,2397,218398.36
937,2398,135458.22
938,2399,54190.164
939,2400,51944.32
940,2401,104789.43
941,2402,140869.27
942,2403,128671.04
943,2404,158213.08
944,2405,158043.02
945,2406,133891.58
946,2407,116660.24
947,2408,141867.73
948,2409,129891.5
949,2410,170778.62
950,2411,114907.516
951,2412,167572.72
952,2413,123959.11
953,2414,150385.19
954,2415,132397.28
955,2416,141551.31
956,2417,142881.47
957,2418,131638.69
958,2419,119401.73
959,2420,119849.19
960,2421,150388.88
961,2422,121388.61
962,2423,110792.31
963,2424,163981.33
964,2425,299436.28
965,2426,151462.6
966,2427,127243.85
967,2428,166883.27
968,2429,121841.12
969,2430,136628.22
970,2431,104192.32
971,2432,133654.4
972,2433,148367.17
973,2434,138294.69
974,2435,144855.06
975,2436,97003.56
976,2437,93935.19
977,2438,106483.484
978,2439,106744.266
979,2440,123851.08
980,2441,108794.055
981,2442,95832.26
982,2443,116041.984
983,2444,123429.57
984,2445,80535.1
985,2446,162882.77
986,2447,179912.78
987,2448,142388.42
988,2449,106093.805
989,2450,150852.94
990,2451,140269.48
991,2452,204340.5
992,2453,93766.945
993,2454,135132.78
994,2455,116388.125
995,2456,137648.36
996,2457,129576.76
997,2458,126427.164
998,2459,102800.31
999,2460,129680.81
1000,2461,109373.734
1001,2462,127753.234
1002,2463,103920.51
1003,2464,205150.42
1004,2465,131481.62
1005,2466,102913.85
1006,2467,149041.3
1007,2468,73246.5
1008,2469,73930.74
1009,2470,177422.75
1010,2471,239602.48
1011,2472,189257.89
1012,2473,127076.33
1013,2474,110153.47
1014,2475,230858.39
1015,2476,125701.55
1016,2477,136300.92
1017,2478,160094.38
1018,2479,108903.12
1019,2480,143812.98
1020,2481,125554.66
1021,2482,127329.38
1022,2483,114557.22
1023,2484,122710.44
1024,2485,127339.96
1025,2486,138150.44
1026,2487,187242.97
1027,2488,165965.42
1028,2489,151864.64
1029,2490,147994.61
1030,2491,104448.96
1031,2492,189329.38
1032,2493,151907.38
1033,2494,187251.72
1034,2495,106362.31
1035,2496,257838.27
1036,2497,152905.88
1037,2498,100407.94
1038,2499,99659.945
1039,2500,137443.14
1040,2501,140796.61
1041,2502,172829.47
1042,2503,96741.74
1043,2504,218120.84
1044,2505,235619.77
1045,2506,280025.0
1046,2507,296646.53
1047,2508,282892.34
1048,2509,218212.48
1049,2510,229466.5
1050,2511,165472.5
1051,2512,230318.47
1052,2513,215466.34
1053,2514,248638.22
1054,2515,148497.8
1055,2516,173356.78
1056,2517,134969.3
1057,2518,153109.86
1058,2519,215158.83
1059,2520,223878.27
1060,2521,200384.27
1061,2522,223219.08
1062,2523,127211.26
1063,2524,139538.56
1064,2525,153491.28
1065,2526,143896.77
1066,2527,96855.44
1067,2528,126329.5
1068,2529,115520.234
1069,2530,122296.45
1070,2531,257924.34
1071,2532,239293.67
1072,2533,199504.81
1073,2534,236066.67
1074,2535,294439.38
1075,2536,278583.94
1076,2537,226572.67
1077,2538,204579.52
1078,2539,192637.8
1079,2540,181057.72
1080,2541,193614.73
1081,2542,171770.75
1082,2543,133789.8
1083,2544,133144.98
1084,2545,143274.77
1085,2546,141901.38
1086,2547,132934.38
1087,2548,162217.33
1088,2549,167746.75
1089,2550,194968.2
1090,2551,139938.78
1091,2552,115739.53
1092,2553,78784.4
1093,2554,123476.164
1094,2555,113197.07
1095,2556,95060.91
1096,2557,108463.266
1097,2558,176471.0
1098,2559,127302.18
1099,2560,143991.47
1100,2561,127746.26
1101,2562,129939.54
1102,2563,149164.39
1103,2564,205203.73
1104,2565,136732.4
1105,2566,140565.77
1106,2567,119790.53
1107,2568,214593.64
1108,2569,218331.05
1109,2570,113861.54
1110,2571,199799.9
1111,2572,149581.25
1112,2573,240437.4
1113,2574,283501.88
1114,2575,129289.81
1115,2576,121060.836
1116,2577,154692.52
1117,2578,86608.61
1118,2579,66317.586
1119,2580,135988.05
1120,2581,103748.48
1121,2582,126187.17
1122,2583,310340.44
1123,2584,177957.39
1124,2585,183551.34
1125,2586,214884.44
1126,2587,216065.1
1127,2588,148256.2
1128,2589,141212.39
1129,2590,205964.34
1130,2591,235954.38
1131,2592,252606.0
1132,2593,243196.08
1133,2594,173258.05
1134,2595,204954.88
1135,2596,339204.4
1136,2597,190262.64
1137,2598,275766.97
1138,2599,315982.38
1139,2600,207826.78
1140,2601,153476.14
1141,2602,84394.125
1142,2603,99021.516
1143,2604,78275.43
1144,2605,74617.375
1145,2606,155609.95
1146,2607,202529.36
1147,2608,253987.88
1148,2609,174631.27
1149,2610,108027.49
1150,2611,139427.2
1151,2612,159620.3
1152,2613,130353.21
1153,2614,125897.96
1154,2615,173357.98
1155,2616,148589.89
1156,2617,216004.88
1157,2618,216935.22
1158,2619,207559.64
1159,2620,191844.44
1160,2621,163628.48
1161,2622,192308.03
1162,2623,215457.38
1163,2624,308490.1
1164,2625,321000.38
1165,2626,172450.48
1166,2627,163452.61
1167,2628,425809.3
1168,2629,523012.0
1169,2630,360609.72
1170,2631,470516.5
1171,2632,437281.56
1172,2633,308815.12
1173,2634,407482.3
1174,2635,159594.8
1175,2636,189320.17
1176,2637,173895.83
1177,2638,275632.5
1178,2639,191268.88
1179,2640,148994.28
1180,2641,103511.83
1181,2642,201764.53
1182,2643,90636.94
1183,2644,140684.77
1184,2645,104493.836
1185,2646,91134.77
1186,2647,97067.91
1187,2648,146862.39
1188,2649,143986.33
1189,2650,141456.36
1190,2651,141897.4
1191,2652,420304.0
1192,2653,239627.77
1193,2654,247831.7
1194,2655,389813.0
1195,2656,299361.56
1196,2657,341203.0
1197,2658,274828.78
1198,2659,325914.44
1199,2660,353539.47
1200,2661,307117.25
1201,2662,334996.3
1202,2663,279912.28
1203,2664,275019.66
1204,2665,327802.22
1205,2666,281012.8
1206,2667,161057.7
1207,2668,188335.56
1208,2669,178580.73
1209,2670,305769.62
1210,2671,198504.44
1211,2672,194363.95
1212,2673,224208.42
1213,2674,230024.0
1214,2675,152298.98
1215,2676,194729.31
1216,2677,197705.23
1217,2678,297575.06
1218,2679,278311.06
1219,2680,280732.72
1220,2681,417531.5
1221,2682,375251.94
1222,2683,599825.7
1223,2684,311700.62
1224,2685,371059.75
1225,2686,259751.16
1226,2687,319826.72
1227,2688,229607.33
1228,2689,198501.3
1229,2690,478991.22
1230,2691,189816.66
1231,2692,131232.34
1232,2693,187755.94
1233,2694,111872.31
1234,2695,200737.3
1235,2696,195524.56
1236,2697,199223.5
1237,2698,205784.53
1238,2699,163054.58
1239,2700,145452.81
1240,2701,162071.94
1241,2702,108372.16
1242,2703,134619.94
1243,2704,149919.4
1244,2705,109101.91
1245,2706,109108.23
1246,2707,119009.234
1247,2708,126274.84
1248,2709,109800.41
1249,2710,126662.43
1250,2711,305919.12
1251,2712,405946.56
1252,2713,163285.66
1253,2714,151698.6
1254,2715,180570.92
1255,2716,139133.33
1256,2717,173410.22
1257,2718,206924.28
1258,2719,147053.97
1259,2720,179005.48
1260,2721,139450.3
1261,2722,169265.69
1262,2723,145624.9
1263,2724,136286.36
1264,2725,127354.82
1265,2726,145520.45
1266,2727,203466.53
1267,2728,185398.36
1268,2729,157578.6
1269,2730,156802.11
1270,2731,129189.01
1271,2732,125702.414
1272,2733,164542.89
1273,2734,160729.64
1274,2735,137238.12
1275,2736,159635.64
1276,2737,120034.42
1277,2738,137332.12
1278,2739,168408.98
1279,2740,134640.75
1280,2741,139228.86
1281,2742,152637.45
1282,2743,146379.98
1283,2744,156208.25
1284,2745,149220.64
1285,2746,133472.52
1286,2747,155121.36
1287,2748,131301.12
1288,2749,140311.42
1289,2750,135481.1
1290,2751,136575.1
1291,2752,239116.94
1292,2753,141349.6
1293,2754,305478.75
1294,2755,124970.086
1295,2756,107025.64
1296,2757,88560.04
1297,2758,73353.25
1298,2759,149064.25
1299,2760,138622.56
1300,2761,153992.3
1301,2762,140232.02
1302,2763,221481.3
1303,2764,175902.06
1304,2765,321771.75
1305,2766,169296.89
1306,2767,86269.96
1307,2768,141295.14
1308,2769,122242.76
1309,2770,147691.67
1310,2771,111105.016
1311,2772,107369.2
1312,2773,154895.03
1313,2774,141642.94
1314,2775,128821.02
1315,2776,145390.11
1316,2777,140646.4
1317,2778,126332.82
1318,2779,115111.99
1319,2780,108525.336
1320,2781,102765.25
1321,2782,75665.34
1322,2783,113694.95
1323,2784,120498.086
1324,2785,126272.516
1325,2786,70427.14
1326,2787,139025.22
1327,2788,69155.836
1328,2789,187780.3
1329,2790,103454.04
1330,2791,117017.78
1331,2792,63292.414
1332,2793,196159.94
1333,2794,93814.375
1334,2795,105387.8
1335,2796,107114.11
1336,2797,212998.19
1337,2798,135338.9
1338,2799,113054.24
1339,2800,60929.164
1340,2801,107838.52
1341,2802,146068.22
1342,2803,212436.78
1343,2804,160657.11
1344,2805,115533.875
1345,2806,82336.484
1346,2807,144748.95
1347,2808,162906.45
1348,2809,141947.9
1349,2810,139925.42
1350,2811,176247.48
1351,2812,152868.4
1352,2813,179612.8
1353,2814,158450.73
1354,2815,110684.32
1355,2816,269673.62
1356,2817,143713.58
1357,2818,144383.1
1358,2819,161593.05
1359,2820,136665.34
1360,2821,110943.98
