Id,SalePrice
1812,105443.04
1813,122664.305
1814,90565.805
1815,46998.96
1816,94262.02
1817,122119.2
1818,162212.39
1819,121872.23
1820,51619.766
1821,111995.69
1822,151764.44
1823,42683.414
1824,146720.86
1825,128190.52
1826,80827.27
1827,94761.97
1828,126313.445
1829,110639.74
1830,160200.7
1831,175838.25
1832,113307.27
1833,147272.47
1834,119809.32
1835,152258.38
1836,126048.37
1837,104133.24
1838,150016.34
1839,84385.14
1840,174323.66
1841,146960.56
1842,76709.37
1843,154726.77
1844,137408.45
1845,142939.92
1846,145264.73
1847,154570.88
1848,45609.6
1849,110926.34
1850,111219.48
1851,158122.33
1852,120815.03
1853,130877.96
1854,181031.4
1855,148281.73
1856,226397.44
1857,154248.55
1858,138749.77
1859,119604.18
1860,148211.8
1861,120575.516
1862,331394.88
1863,319012.72
1864,318935.06
1865,313734.03
1866,348199.22
1867,241493.28
1868,320584.16
1869,199909.72
1870,237236.45
1871,247720.86
1872,175722.06
1873,234693.94
1874,128588.35
1875,218214.42
1876,198170.56
1877,216772.97
1878,228848.12
1879,120768.51
1880,123815.68
1881,251920.36
1882,256400.84
1883,197732.61
1884,209539.34
1885,264453.94
1886,292893.66
1887,209881.17
1888,319161.44
1889,182281.33
1890,135968.7
1891,145040.77
1892,91348.51
1893,147539.7
1894,146770.56
1895,143198.62
1896,134293.73
1897,129368.516
1898,114318.734
1899,139814.81
1900,138080.34
1901,159191.56
1902,122968.72
1903,212019.28
1904,125463.89
1905,183106.48
1906,174562.5
1907,221445.67
1908,106545.266
1909,136602.55
1910,117973.63
1911,207413.75
1912,309286.62
1913,133907.22
1914,68858.3
1915,329740.97
1916,51349.6
1917,273385.9
1918,133767.25
1919,175603.67
1920,161454.17
1921,369768.4
1922,308172.6
1923,201036.2
1924,254252.78
1925,215600.03
1926,413480.38
1927,123162.54
1928,119273.4
1929,126988.164
1930,140029.06
1931,159205.39
1932,147285.7
1933,186648.23
1934,187530.69
1935,172228.47
1936,186300.56
1937,183671.33
1938,169875.6
1939,225338.22
1940,174718.77
1941,179331.73
1942,186766.22
1943,193425.03
1944,307137.56
1945,377089.56
1946,184981.27
1947,314961.66
1948,208527.56
1949,237049.38
1950,181471.66
1951,304469.28
1952,212807.28
1953,163856.53
1954,195168.27
1955,145743.1
1956,299631.3
1957,158789.12
1958,344592.88
1959,139553.66
1960,112458.625
1961,117349.19
1962,103874.75
1963,105480.195
1964,114617.09
1965,147915.75
1966,141805.62
1967,288055.2
1968,416294.3
1969,400081.84
1970,449819.03
1971,510140.78
1972,416261.88
1973,276291.25
1974,329748.75
1975,349668.5
1976,272111.0
1977,382479.72
1978,371539.03
1979,306129.38
1980,200088.69
1981,324608.2
1982,232138.98
1983,207987.2
1984,164593.64
1985,225576.3
1986,224078.5
1987,181787.22
1988,184459.69
1989,197915.2
1990,235128.42
1991,225979.92
1992,220283.83
1993,186624.28
1994,254647.19
1995,196992.38
1996,226908.19
1997,316157.44
1998,376535.38
1999,267979.66
2000,307734.9
2001,281781.72
2002,232964.0
2003,263524.78
2004,286142.1
2005,227939.3
2006,206778.69
2007,261286.69
2008,211659.38
2009,192850.78
2010,188210.66
2011,124738.15
2012,192438.4
2013,185656.42
2014,175448.19
2015,190759.2
2016,201746.81
2017,203795.5
2018,113103.27
2019,140776.6
2020,123557.21
2021,99834.17
2022,186066.6
2023,144628.53
2024,251330.48
2025,379672.56
2026,166035.11
2027,158341.05
2028,162640.7
2029,161136.44
2030,290263.12
2031,248293.75
2032,245653.05
2033,256206.17
2034,164484.12
2035,228841.42
2036,175587.45
2037,182908.19
2038,295209.53
2039,220361.77
2040,330083.44
2041,277578.84
2042,196426.95
2043,183928.11
2044,195290.64
2045,239245.23
2046,146497.67
2047,157159.84
2048,136752.95
2049,141801.22
2050,164845.5
2051,110719.98
2052,133851.66
2053,149503.47
2054,84737.19
2055,151189.12
2056,147183.66
2057,117540.15
2058,216180.89
2059,132796.52
2060,164797.0
2061,176419.72
2062,126989.96
2063,113581.586
2064,148095.14
2065,125169.13
2066,176763.22
2067,121392.31
2068,144732.4
2069,86930.54
2070,105784.69
2071,88144.086
2072,132107.39
2073,138445.58
2074,194650.98
2075,138565.05
2076,128950.805
2077,150167.28
2078,118081.23
2079,150441.17
2080,108517.47
2081,116995.914
2082,138545.06
2083,125998.12
2084,102829.59
2085,115493.12
2086,156856.16
2087,126577.66
2088,95402.875
2089,65155.39
2090,132710.53
2091,133350.69
2092,124643.66
2093,135266.7
2094,105157.945
2095,168756.25
2096,71347.53
2097,77200.01
2098,165503.73
2099,58621.727
2100,107154.02
2101,124507.98
2102,137633.3
2103,97502.35
2104,131922.47
2105,105925.11
2106,90284.06
2107,231351.89
2108,111590.24
2109,107083.305
2110,128550.66
2111,149241.44
2112,131480.72
2113,117089.81
2114,113964.016
2115,147077.84
2116,112848.16
2117,146449.6
2118,119864.7
2119,100461.29
2120,110517.7
2121,91992.0
2122,84171.22
2123,71346.96
2124,168268.95
2125,139119.75
2126,126340.32
2127,168041.7
2128,134114.66
2129,102641.484
2130,165554.88
2131,169238.61
2132,130518.76
2133,118855.46
2134,116584.16
2135,94708.74
2136,85418.484
2137,125378.195
2138,141450.94
2139,144945.84
2140,135917.95
2141,153816.72
2142,119553.23
2143,145121.11
2144,115001.72
2145,132844.94
2146,174206.14
2147,157918.14
2148,155267.38
2149,151523.62
2150,227350.0
2151,99929.336
2152,189886.4
2153,168457.9
2154,118298.26
2155,146481.36
2156,291686.16
2157,240237.94
2158,236025.84
2159,206622.69
2160,180324.78
2161,253065.89
2162,374663.8
2163,365998.97
2164,254991.95
2165,201669.89
2166,144716.66
2167,208515.83
2168,184682.45
2169,195131.56
2170,236199.83
2171,166760.06
2172,149577.88
2173,172635.22
2174,221270.27
2175,307308.62
2176,339880.12
2177,256836.52
2178,209755.62
2179,136541.11
2180,265031.47
2181,202260.9
2182,218753.7
2183,192931.6
2184,133582.55
2185,145180.08
2186,147820.52
2187,148790.12
2188,154410.06
2189,281095.0
2190,81087.96
2191,86824.63
2192,90511.73
2193,98636.8
2194,106692.51
2195,104150.484
2196,104141.29
2197,117416.02
2198,164285.77
2199,203816.61
2200,144520.67
2201,128010.39
2202,192771.03
2203,137992.08
2204,185797.92
2205,110147.07
2206,142878.9
2207,207686.98
2208,252358.11
2209,245887.97
2210,115425.4
2211,116183.06
2212,105785.61
2213,107727.91
2214,128692.87
2215,94276.37
2216,153206.83
2217,87680.07
2218,89877.14
2219,66278.42
2220,83226.11
2221,338565.53
2222,298823.84
2223,246973.22
2224,231851.8
2225,126065.67
2226,218807.81
2227,196059.39
2228,260170.73
2229,244102.61
2230,164096.17
2231,222200.25
2232,198708.81
2233,177051.11
2234,234435.83
2235,237316.4
2236,300152.25
2237,366713.88
2238,198608.23
2239,127686.8
2240,157303.03
2241,169281.19
2242,133276.77
2243,129348.49
2244,106349.87
2245,109434.164
2246,150537.8
2247,101215.88
2248,125949.086
2249,117204.88
2250,143791.94
2251,128179.17
2252,187662.89
2253,157693.3
2254,172654.42
2255,205891.73
2256,184773.03
2257,233441.7
2258,163458.3
2259,175562.11
2260,179626.55
2261,171750.6
2262,190166.34
2263,363809.84
2264,405546.88
2265,175445.16
2266,282817.56
2267,352212.1
2268,389087.66
2269,159429.23
2270,207917.34
2271,220791.8
2272,215022.14
2273,170124.72
2274,182015.11
2275,177423.98
2276,196095.03
2277,195545.4
2278,144661.44
2279,115035.9
2280,122352.27
2281,166464.84
2282,192892.39
2283,97742.81
2284,109974.484
2285,144435.31
2286,109027.51
2287,347583.78
2288,303697.4
2289,394486.53
2290,450117.03
2291,300106.3
2292,478751.7
2293,392780.66
2294,435552.78
2295,387842.53
2296,271589.44
2297,307552.7
2298,316047.78
2299,427795.06
2300,321864.97
2301,278423.8
2302,249542.75
2303,257411.61
2304,234398.53
2305,189567.52
2306,192213.84
2307,180978.62
2308,208056.88
2309,284341.4
2310,198498.47
2311,203535.58
2312,178677.27
2313,184988.97
2314,157269.83
2315,178819.22
2316,206202.48
2317,190787.92
2318,204934.23
2319,187328.97
2320,188293.28
2321,251318.08
2322,177286.12
2323,178949.73
2324,172052.27
2325,224075.64
2326,176993.52
2327,232827.33
2328,243475.14
2329,189063.03
2330,176342.08
2331,398031.94
2332,425994.1
2333,342222.1
2334,283553.44
2335,263337.94
2336,378184.2
2337,209564.34
2338,304773.1
2339,237525.02
2340,408220.97
2341,249730.8
2342,240694.83
2343,232680.53
2344,244130.34
2345,237481.28
2346,214767.69
2347,205672.83
2348,241065.89
2349,178826.72
2350,301321.06
2351,239633.39
2352,294805.4
2353,271361.7
2354,127784.1
2355,148514.77
2356,155394.16
2357,204487.03
2358,197245.03
2359,133048.64
2360,103161.63
2361,137479.7
2362,285780.7
2363,137840.12
2364,174442.11
2365,211264.1
2366,195030.3
2367,217378.66
2368,218342.77
2369,212511.47
2370,158179.25
2371,165216.97
2372,192279.47
2373,273703.88
2374,324641.0
2375,266986.94
2376,347933.66
2377,400521.25
2378,149587.83
2379,200233.5
2380,138709.86
2381,164806.67
2382,207706.34
2383,206351.83
2384,237856.4
2385,157890.1
2386,130425.81
2387,127988.97
2388,120254.086
2389,116878.38
2390,139600.83
2391,146381.03
2392,123793.22
2393,158737.17
2394,139779.28
2395,223183.42
2396,140448.73
2397,218398.36
2398,135458.22
2399,54190.164
2400,51944.32
2401,104789.43
2402,140869.27
2403,128671.04
2404,158213.08
2405,158043.02
2406,133891.58
2407,116660.24
2408,141867.73
2409,129891.5
2410,170778.62
2411,114907.516
2412,167572.72
2413,123959.11
2414,150385.19
2415,132397.28
2416,141551.31
2417,142881.47
2418,131638.69
2419,119401.73
2420,119849.19
2421,150388.88
2422,121388.61
2423,110792.31
2424,163981.33
2425,299436.28
2426,151462.6
2427,127243.85
2428,166883.27
2429,121841.12
2430,136628.22
2431,104192.32
2432,133654.4
2433,148367.17
2434,138294.69
2435,144855.06
2436,97003.56
2437,93935.19
2438,106483.484
2439,106744.266
2440,123851.08
2441,108794.055
2442,95832.26
2443,116041.984
2444,123429.57
2445,80535.1
2446,162882.77
2447,179912.78
2448,142388.42
2449,106093.805
2450,150852.94
2451,140269.48
2452,204340.5
2453,93766.945
2454,135132.78
2455,116388.125
2456,137648.36
2457,129576.76
2458,126427.164
2459,102800.31
2460,129680.81
2461,109373.734
2462,127753.234
2463,103920.51
2464,205150.42
2465,131481.62
2466,102913.85
2467,149041.3
2468,73246.5
2469,73930.74
2470,177422.75
2471,239602.48
2472,189257.89
2473,127076.33
2474,110153.47
2475,230858.39
2476,125701.55
2477,136300.92
2478,160094.38
2479,108903.12
2480,143812.98
2481,125554.66
2482,127329.38
2483,114557.22
2484,122710.44
2485,127339.96
2486,138150.44
2487,187242.97
2488,165965.42
2489,151864.64
2490,147994.61
2491,104448.96
2492,189329.38
2493,151907.38
2494,187251.72
2495,106362.31
2496,257838.27
2497,152905.88
2498,100407.94
2499,99659.945
2500,137443.14
2501,140796.61
2502,172829.47
2503,96741.74
2504,218120.84
2505,235619.77
2506,280025.0
2507,296646.53
2508,282892.34
2509,218212.48
2510,229466.5
2511,165472.5
2512,230318.47
2513,215466.34
2514,248638.22
2515,148497.8
2516,173356.78
2517,134969.3
2518,153109.86
2519,215158.83
2520,223878.27
2521,200384.27
2522,223219.08
2523,127211.26
2524,139538.56
2525,153491.28
2526,143896.77
2527,96855.44
2528,126329.5
2529,115520.234
2530,122296.45
2531,257924.34
2532,239293.67
2533,199504.81
2534,236066.67
2535,294439.38
2536,278583.94
2537,226572.67
2538,204579.52
2539,192637.8
2540,181057.72
2541,193614.73
2542,171770.75
2543,133789.8
2544,133144.98
2545,143274.77
2546,141901.38
2547,132934.38
2548,162217.33
2549,167746.75
2550,194968.2
2551,139938.78
2552,115739.53
2553,78784.4
2554,123476.164
2555,113197.07
2556,95060.91
2557,108463.266
2558,176471.0
2559,127302.18
2560,143991.47
2561,127746.26
2562,129939.54
2563,149164.39
2564,205203.73
2565,136732.4
2566,140565.77
2567,119790.53
2568,214593.64
2569,218331.05
2570,113861.54
2571,199799.9
2572,149581.25
2573,240437.4
2574,283501.88
2575,129289.81
2576,121060.836
2577,154692.52
2578,86608.61
2579,66317.586
2580,135988.05
2581,103748.48
2582,126187.17
2583,310340.44
2584,177957.39
2585,183551.34
2586,214884.44
2587,216065.1
2588,148256.2
2589,141212.39
2590,205964.34
2591,235954.38
2592,252606.0
2593,243196.08
2594,173258.05
2595,204954.88
2596,339204.4
2597,190262.64
2598,275766.97
2599,315982.38
2600,207826.78
2601,153476.14
2602,84394.125
2603,99021.516
2604,78275.43
2605,74617.375
2606,155609.95
2607,202529.36
2608,253987.88
2609,174631.27
2610,108027.49
2611,139427.2
2612,159620.3
2613,130353.21
2614,125897.96
2615,173357.98
2616,148589.89
2617,216004.88
2618,216935.22
2619,207559.64
2620,191844.44
2621,163628.48
2622,192308.03
2623,215457.38
2624,308490.1
2625,321000.38
2626,172450.48
2627,163452.61
2628,425809.3
2629,523012.0
2630,360609.72
2631,470516.5
2632,437281.56
2633,308815.12
2634,407482.3
2635,159594.8
2636,189320.17
2637,173895.83
2638,275632.5
2639,191268.88
2640,148994.28
2641,103511.83
2642,201764.53
2643,90636.94
2644,140684.77
2645,104493.836
2646,91134.77
2647,97067.91
2648,146862.39
2649,143986.33
2650,141456.36
2651,141897.4
2652,420304.0
2653,239627.77
2654,247831.7
2655,389813.0
2656,299361.56
2657,341203.0
2658,274828.78
2659,325914.44
2660,353539.47
2661,307117.25
2662,334996.3
2663,279912.28
2664,275019.66
2665,327802.22
2666,281012.8
2667,161057.7
2668,188335.56
2669,178580.73
2670,305769.62
2671,198504.44
2672,194363.95
2673,224208.42
2674,230024.0
2675,152298.98
2676,194729.31
2677,197705.23
2678,297575.06
2679,278311.06
2680,280732.72
2681,417531.5
2682,375251.94
2683,599825.7
2684,311700.62
2685,371059.75
2686,259751.16
2687,319826.72
2688,229607.33
2689,198501.3
2690,478991.22
2691,189816.66
2692,131232.34
2693,187755.94
2694,111872.31
2695,200737.3
2696,195524.56
2697,199223.5
2698,205784.53
2699,163054.58
2700,145452.81
2701,162071.94
2702,108372.16
2703,134619.94
2704,149919.4
2705,109101.91
2706,109108.23
2707,119009.234
2708,126274.84
2709,109800.41
2710,126662.43
2711,305919.12
2712,405946.56
2713,163285.66
2714,151698.6
2715,180570.92
2716,139133.33
2717,173410.22
2718,206924.28
2719,147053.97
2720,179005.48
2721,139450.3
2722,169265.69
2723,145624.9
2724,136286.36
2725,127354.82
2726,145520.45
2727,203466.53
2728,185398.36
2729,157578.6
2730,156802.11
2731,129189.01
2732,125702.414
2733,164542.89
2734,160729.64
2735,137238.12
2736,159635.64
2737,120034.42
2738,137332.12
2739,168408.98
2740,134640.75
2741,139228.86
2742,152637.45
2743,146379.98
2744,156208.25
2745,149220.64
2746,133472.52
2747,155121.36
2748,131301.12
2749,140311.42
2750,135481.1
2751,136575.1
2752,239116.94
2753,141349.6
2754,305478.75
2755,124970.086
2756,107025.64
2757,88560.04
2758,73353.25
2759,149064.25
2760,138622.56
2761,153992.3
2762,140232.02
2763,221481.3
2764,175902.06
2765,321771.75
2766,169296.89
2767,86269.96
2768,141295.14
2769,122242.76
2770,147691.67
2771,111105.016
2772,107369.2
2773,154895.03
2774,141642.94
2775,128821.02
2776,145390.11
2777,140646.4
2778,126332.82
2779,115111.99
2780,108525.336
2781,102765.25
2782,75665.34
2783,113694.95
2784,120498.086
2785,126272.516
2786,70427.14
2787,139025.22
2788,69155.836
2789,187780.3
2790,103454.04
2791,117017.78
2792,63292.414
2793,196159.94
2794,93814.375
2795,105387.8
2796,107114.11
2797,212998.19
2798,135338.9
2799,113054.24
2800,60929.164
2801,107838.52
2802,146068.22
2803,212436.78
2804,160657.11
2805,115533.875
2806,82336.484
2807,144748.95
2808,162906.45
2809,141947.9
2810,139925.42
2811,176247.48
2812,152868.4
2813,179612.8
2814,158450.73
2815,110684.32
2816,269673.62
2817,143713.58
2818,144383.1
2819,161593.05
2820,136665.34
2821,110943.98
2822,223259.75
2823,399217.22
2824,221628.92
2825,175875.11
2826,129878.22
2827,131654.22
2828,239148.34
2829,198793.1
2830,243102.33
2831,174933.6
2832,247973.33
2833,275170.8
2834,211384.83
2835,208868.03
2836,193986.5
2837,173706.06
2838,140541.38
2839,186553.3
2840,192569.92
2841,214540.27
2842,224631.08
2843,150446.36
2844,162130.69
2845,121150.41
2846,218513.72
2847,197107.55
2848,227398.33
2849,218225.92
2850,299362.66
2851,242250.9
2852,255716.86
2853,269098.97
2854,138941.77
2855,202369.61
2856,218553.78
2857,199021.31
2858,204115.16
2859,124341.39
2860,116261.4
2861,124275.52
2862,199421.92
2863,134756.06
2864,267830.66
2865,139059.03
2866,155522.98
2867,86716.72
2868,118690.82
2869,130682.195
2870,150849.72
2871,98204.35
2872,53925.54
2873,112532.414
2874,159532.28
2875,125776.9
2876,170262.14
2877,150642.02
2878,165899.12
2879,156435.56
2880,98187.516
2881,144674.83
2882,164124.02
2883,164834.08
2884,202298.25
2885,204980.98
2886,242129.62
2887,108354.22
2888,131838.03
2889,55830.71
2890,77172.2
2891,126248.12
2892,73728.77
2893,113090.914
2894,48249.977
2895,320183.5
2896,316060.34
2897,211313.3
2898,148866.33
2899,214358.36
2900,154830.02
2901,236376.81
2902,186530.47
2903,342819.3
2904,364901.2
2905,130729.92
2906,195189.17
2907,116950.99
2908,128457.695
2909,154752.77
2910,79400.16
2911,83539.62
2912,123445.766
2913,86430.66
2914,74748.59
2915,81657.25
2916,84772.38
2917,182221.14
2918,124612.19
2919,235136.08
